_id,comment_user_id,content,created_at,img_name,img_url,like_num,location,mblog_id,reply_comment_id,root_comment_id
4908610629405138,6367814287,那年是江苏最后一届总分750，我就是那第二年的试验田[泪],2023-06-03,,,0,来自江苏,4907216932964979,,
4908608603295356,3198002770,笑死那也考不上[苦涩],2023-06-03,,,0,来自吉林,4907216932964979,,
4908605894300921,6522949269,现在的教育究竟是谁在破坏,2023-06-03,,,0,来自江苏,4907216932964979,,
4908598105477387,6750496861,[笑cry][笑cry][笑cry][笑cry]神奇的是，广东采用标准分。单科满分900分,2023-06-03,,,0,来自广东,4907216932964979,,
4908595596759499,7744770411,那年我大专门都没摸着，不过那也不影响我后天野性发展,2023-06-03,,,0,来自浙江,4907216932964979,,
4908595366335149,5891163248,有啥感慨的，我还是考不上[允悲],2023-06-03,,,0,来自吉林,4907216932964979,,
4908590458997700,6462757296,我们那一批两毛四已经不入眼了。,2023-06-03,,,0,来自广西,4907216932964979,,
4908588428431724,7518033115,我们学校东北农业大学，分数线高于南开、大连理工、东北大学[喵喵],2023-06-03,,,0,来自河北,4907216932964979,,
4908587934026419,2652073942,上海大学与清华北大都没太大差距吗？,2023-06-03,,,0,来自上海,4907216932964979,,
4908584485522415,3168010550,这个应该有收藏价值吧？,2023-06-03,,,0,来自湖北,4907216932964979,,
4908583303512305,1879672781,我是这批高考人群，北大清华我报了，没去上。[doge],2023-06-03,,,0,来自广东,4907216932964979,,
4908570364087211,3099655432,图片评论 http://t.cn/A6pq6Epp,2023-06-03,,https://wx2.sinaimg.cn/woriginal/b8c0fd08ly1hel2mq78w1j22ao3281ky.jpg,0,来自天津,4907216932964979,,
4908662689369160,7744685727,回复@江枫对着渔火:对 我现在学费一年才5300,2023-06-03,,,0,,4907216932964979,4908661133017962,4908570364087211
4908661133017962,3099655432,回复@哈哈哈超人会飞:99年扩招后学费猛涨，实际上我理解重点本科没有怎么扩招，主要本科门槛低了。3000相当于好多农民家庭一年的收入，那时候好多家庭非常贫困。20年过去了，学费没怎么涨吧，现在读大学比之前经济压力小多了。,2023-06-03,,,0,,4907216932964979,4908660230981071,4908570364087211
4908660230981071,7744685727,99年就开始收费三千,2023-06-03,,,0,,4907216932964979,4908570364087211,4908570364087211
4908556908498333,7719728360,大连海事的表示：祖上阔过,2023-06-03,,,0,来自辽宁,4907216932964979,,
4908546087716902,6988471558,我是99年高考的，只是我是安徽的。,2023-06-03,,,0,来自安徽,4907216932964979,,
4908540802109310,3708651785,那会儿我才上小学,2023-06-03,,,0,来自湖北,4907216932964979,,
4908524746838858,7501242306,来的正好,2023-06-03,,,0,来自内蒙古,4907216932964979,,
4908523719234209,7398041256,[允悲]没想到啊，当年我硕士母校比本科母校高几十分，现在已经两极反转了,2023-06-03,,,0,来自陕西,4907216932964979,,
4908515695002556,3743263887,噩梦开始,2023-06-03,,,0,来自辽宁,4907216932964979,,
4908510930014714,2713929662,那时候包分配吗,2023-06-03,,,0,来自四川,4907216932964979,,
4908510003333822,6331696234,江西财经大学那么高分,2023-06-03,,,0,来自江西,4907216932964979,,
4908507431700425,3932514239,这年头，文科录取比理科分高太多,2023-06-03,,,0,来自安徽,4907216932964979,,
4908501182977704,7811027212,1999年 山东是标准分，那年考了559分 上了专科，令我们感到遗憾的是，一直不知道原始分数。,2023-06-03,,,1,来自天津,4907216932964979,,
4908496430302811,6878065808,那一年我出生[doge],2023-06-03,,,0,来自北京,4907216932964979,,
4908496048882336,1868749580,99年是扩招开始的第一年？那时候好像是全国统一试卷,2023-06-03,,,1,来自广东,4907216932964979,,
4908493125977615,7344118598,我就是那年的考生，可惜只考了500分,2023-06-03,,,0,来自四川,4907216932964979,,
4908487002034590,5765438745,我清楚的记得99高考作文题目，假如记忆可以移植！[咖啡],2023-06-03,,,1,来自江苏,4907216932964979,,
4908483797062191,1886808757,那会都是估分填志愿吧,2023-06-03,,,0,来自陕西,4907216932964979,,
4908468886310324,7019339818,我99年604，没有填到好志愿！农村人完全不懂，学校，专业，就业，人生！,2023-06-03,,,0,来自湖北,4907216932964979,,
4908461412582514,7470553326,居然文科比理科低,2023-06-03,,,0,来自浙江,4907216932964979,,
4908450977416417,7576853184,[doge],2023-06-03,,,0,来自湖南,4907216932964979,,
4908448544981965,6058535995,那个时候一批还没有那么多,2023-06-03,,,0,来自内蒙古,4907216932964979,,
4908430924186533,6382954871,，,2023-06-03,,,0,来自浙江,4907216932964979,,
